"Latest: Wavelength (nm)","Run 1: Absorbance","Run 2: Absorbance","Run 3: Absorbance","Run 4: Absorbance","Run 5: Absorbance","Run 6: Absorbance","Run 7: Absorbance","Run 8: Absorbance","Run 9: Absorbance","Run 10: Absorbance","Run 11: Absorbance","Run 12: Absorbance","Run 13: Absorbance","Run 14: Absorbance","Run 15: Absorbance","Latest: Absorbance"
"415.7","-0.00539304783964","-0.00431537781045","-0.00323104348841","-0.00480557138345","-0.00584169372678","-0.0032141796859","-0.00632995757601","-0.00264278718202","-0.00559171672202","-0.00409757186412","-0.00156340755541","-0.00452195403069","-0.00357712465344","-0.00418452186224","-0.00245231545787","-0.00398417415"
"416.5","-0.00526140174191","-0.00434270839888","-0.0033370362719","-0.00449647538103","-0.00583367048648","-0.00322710273651","-0.00645537724835","-0.00264363396505","-0.00540606596118","-0.0044367346433","-0.00147864939313","-0.00422659204146","-0.00360857789029","-0.00405948237562","-0.00272218345685","-0.0037697591312"
"417.2","-0.00550225232703","-0.00412459921743","-0.00355570500573","-0.004856303694","-0.00602001525769","-0.00325287827424","-0.00689887824513","-0.00264160212135","-0.00584460977811","-0.00505335533108","-0.00207763867022","-0.00455594299026","-0.00408802716731","-0.00450604037824","-0.00292460144801","-0.00406165693847"
"418","-0.00544062522377","-0.00398618696584","-0.00319847491062","-0.00476717976573","-0.00581849999541","-0.00338590461698","-0.0072494092448","-0.00276413798837","-0.00618141663096","-0.00521763029218","-0.00240282686365","-0.0043160055735","-0.00446431667989","-0.00476835601797","-0.00316262184836","-0.00386633522331"
"418.7","-0.00571452265684","-0.00392241914765","-0.00337985817905","-0.0050283632197","-0.0062948199321","-0.00341875730552","-0.00692978775517","-0.00266228113271","-0.00659066394664","-0.00501644855358","-0.0023933758713","-0.00475399217593","-0.00441489762922","-0.00474397755342","-0.00322480613637","-0.00389480673214"
"419.5","-0.00524245223921","-0.004446518571","-0.00351547013758","-0.00518620228593","-0.0061916236661","-0.00383044447104","-0.00710625944667","-0.00302474106525","-0.00654131203408","-0.0052960027371","-0.00256668873983","-0.00486652371636","-0.0044731210499","-0.0050766458926","-0.00341236280064","-0.00427132220324"
"420.2","-0.0048877407061","-0.00389017355507","-0.00367812326846","-0.00502534129583","-0.00599618847353","-0.00395549519602","-0.00677978207965","-0.00298456886169","-0.00629569999681","-0.00516196884409","-0.00229623284152","-0.00476750333027","-0.00422354707108","-0.00478809193674","-0.00350292333979","-0.00446191341468"
"420.9","-0.0046058903453","-0.00385484964128","-0.0031875684505","-0.00441985578006","-0.00525026018946","-0.00364414903421","-0.00666121985853","-0.00265899699548","-0.00623420472635","-0.00499699054597","-0.00224597796818","-0.00424497332003","-0.00408339664355","-0.00443652609473","-0.00320470041096","-0.00423675612285"
"421.7","-0.00489595331066","-0.00344024044161","-0.00337276011755","-0.00441430909346","-0.00538353686462","-0.00363869512737","-0.00658742362244","-0.00247935603573","-0.00651010096314","-0.00504108384398","-0.00248372433681","-0.00439760994313","-0.00406962384062","-0.00442166132153","-0.00337668591972","-0.00377969860648"
"422.4","-0.00482128022813","-0.00370955121086","-0.00332416370445","-0.00402389750326","-0.00575844870845","-0.00344470811188","-0.00657218840822","-0.00253259963995","-0.0065163186223","-0.00470993279224","-0.00277910358837","-0.00468629850928","-0.00425107969546","-0.00475580326473","-0.00353519518026","-0.0037707096867"
"423.2","-0.0048240678407","-0.00337988859205","-0.00345932743133","-0.00431351002555","-0.00587762931687","-0.0037795771093","-0.00664284648609","-0.00267515059849","-0.00623670396992","-0.00498501262609","-0.00255994106996","-0.00501902053769","-0.00434197175026","-0.00501252197136","-0.00331070090795","-0.00398039254145"
"423.9","-0.00494356833773","-0.00421393566972","-0.00361369280396","-0.00419289630375","-0.00608685950578","-0.00383071997749","-0.00649191060564","-0.0028943192609","-0.00670382939458","-0.00470557132439","-0.00197930981403","-0.00458712780319","-0.0044875870431","-0.0050495942604","-0.00310224361601","-0.00455604844727"
"424.7","-0.00504830354654","-0.00449646636712","-0.00386828788778","-0.00473669006261","-0.00603810849537","-0.00373208066752","-0.00620182805942","-0.00269393401495","-0.00684441355743","-0.00484150518494","-0.00116910488167","-0.00437998895563","-0.00437987199473","-0.00479245438941","-0.00277844170971","-0.00439921689798"
"425.4","-0.00482810077732","-0.00458291655784","-0.00389414116623","-0.00451482459749","-0.00591755632419","-0.00334835902336","-0.00611625019856","-0.00271595558545","-0.00728877764565","-0.0046730600264","-0.00143561403525","-0.00433409901998","-0.00427352555073","-0.00498961738915","-0.00292824890165","-0.00421417188717"
"426.2","-0.00444005958258","-0.00425074879762","-0.00333852281795","-0.00451496047117","-0.00537845375848","-0.00335051262375","-0.006539251733","-0.00228745280357","-0.00689324289057","-0.00465617850653","-0.00203274140948","-0.00468458228745","-0.0037641836858","-0.00487013161393","-0.00243734343762","-0.00349813817013"
"426.9","-0.00415814753413","-0.004331635817","-0.00288309913453","-0.00442498576314","-0.00528564446686","-0.00332967607941","-0.0065671256974","-0.00240497914245","-0.00685368126421","-0.0047049152706","-0.00251500568609","-0.0046733098495","-0.0036946450451","-0.00472475003557","-0.00261497978012","-0.003228375461"
"427.7","-0.00397849081563","-0.00424909473126","-0.00283538338867","-0.00421653618683","-0.00482414398522","-0.00346096293687","-0.00665859836188","-0.00210565582488","-0.00610669006264","-0.00452310098089","-0.00231587680355","-0.00462222703283","-0.00340001180044","-0.00424723766693","-0.00251884504971","-0.00291754135989"
"428.4","-0.0040205740902","-0.00386412273421","-0.00301969600815","-0.00411563568094","-0.00468054409136","-0.00315461024403","-0.00612089796892","-0.00274818518254","-0.00540200964949","-0.00451195202084","-0.00200845011685","-0.00433011204405","-0.00326656312804","-0.00415762262506","-0.00263116817416","-0.00273356272876"
"429.2","-0.0044117052294","-0.0035232043281","-0.00314544417225","-0.00411119219143","-0.00469012488703","-0.00294051550277","-0.00636311734785","-0.00304113752318","-0.00539492158964","-0.00466284873076","-0.00196071963018","-0.00453056213845","-0.00336401477527","-0.00444629669918","-0.00256272092962","-0.00289984899223"
"429.9","-0.00502825353715","-0.00378740618044","-0.00304848840469","-0.00461707700632","-0.00508619631766","-0.00305238173201","-0.0065830971907","-0.00356455715923","-0.00598741202372","-0.00497770289275","-0.002236143722","-0.00468631125954","-0.0039403749137","-0.00496316144576","-0.00301269175364","-0.00307406574682"
"430.7","-0.00528207061783","-0.00414355933188","-0.00346943110754","-0.00485052373061","-0.00546621618507","-0.00329080184771","-0.00691687484619","-0.00362434740513","-0.00667467228572","-0.00516670406283","-0.00216375659999","-0.00498352699446","-0.00447869120786","-0.00522823515276","-0.00357053990052","-0.00392728477706"
"431.4","-0.00504701272441","-0.00431682274003","-0.00351393271957","-0.00481928884089","-0.00526931852338","-0.00363154018837","-0.00649246312998","-0.00325348710356","-0.00645492306306","-0.00491533154476","-0.00213043721748","-0.00505365105443","-0.00413011030716","-0.00520900049103","-0.00348115422602","-0.00397409711349"
"432.2","-0.00465745793424","-0.00398094613556","-0.00349880670861","-0.00447570815662","-0.00521178734253","-0.00358268249729","-0.00616449138034","-0.00305036604183","-0.00618063912842","-0.00502930628711","-0.00212099671529","-0.00497701714525","-0.00412563072406","-0.00458880278562","-0.00331749221462","-0.00390098693562"
"432.9","-0.00448384735318","-0.00374404067793","-0.00339453889227","-0.00441435105544","-0.00481831976426","-0.00345468652971","-0.00586533572637","-0.00263335022735","-0.0061510007565","-0.0053459936723","-0.00219226476671","-0.00483445320841","-0.00403730629014","-0.00448681860756","-0.00280585315146","-0.00333274323921"
"433.6","-0.00437691211917","-0.00374998844626","-0.00371747274974","-0.00452146372597","-0.00470579388502","-0.00326044161548","-0.00619642070971","-0.00279814111205","-0.00608815783035","-0.0056105935339","-0.00250242059517","-0.0044613844464","-0.00433946394826","-0.00447715172067","-0.00277255049537","-0.00357235163546"
"434.4","-0.00449870571947","-0.00383918314256","-0.00433331606717","-0.00473606216302","-0.00492931809987","-0.00317528630409","-0.00627552886801","-0.00313387674747","-0.00610388666151","-0.00560635529112","-0.00245907259514","-0.00476304997102","-0.00430634791902","-0.00498632421818","-0.00293849407829","-0.00394878634393"
"435.1","-0.0046052944","-0.0039338238103","-0.00440636089264","-0.00486772219957","-0.00521691724035","-0.00328441113478","-0.00648765927391","-0.00348815154932","-0.00632969683105","-0.00508565524478","-0.00257304230308","-0.00485164747495","-0.00431876329411","-0.00550574343476","-0.00342315715876","-0.00420265709319"
"435.9","-0.00506947166564","-0.00393209201852","-0.00409034827004","-0.00472244859657","-0.00549533826097","-0.00344804930857","-0.00637529602584","-0.0035244761815","-0.00668095285015","-0.00448822499762","-0.00236932098623","-0.00471745159545","-0.00440996732842","-0.00538772144206","-0.00320551063345","-0.00388929379417"
"436.6","-0.00510829013257","-0.0042980364633","-0.00403644624631","-0.00499851099277","-0.00499390984992","-0.00398433047169","-0.00664173021715","-0.00390994584078","-0.00722006582678","-0.00473797669028","-0.00275762897552","-0.00456083214098","-0.00420714925581","-0.00540505013727","-0.00319059826129","-0.00398713053007"
"437.4","-0.004673424587","-0.0035424782747","-0.00367225879635","-0.00455058578625","-0.00478039863728","-0.00328135457873","-0.00598954310574","-0.00331926363843","-0.00665408495933","-0.00447410421578","-0.00200916406649","-0.0041954886704","-0.00389668897729","-0.00454883643561","-0.00254475503516","-0.00345674215791"
"438.1","-0.00492851204329","-0.0036798611572","-0.00369545828641","-0.00458856117003","-0.00450822229884","-0.00357799196503","-0.00622642066523","-0.00340437760041","-0.00641928650795","-0.00476841809407","-0.00217257262654","-0.00451155821908","-0.00408016025023","-0.00489043243221","-0.00285609185805","-0.00317281540836"
"438.9","-0.00441084658569","-0.00341400718765","-0.0035389503335","-0.00377408588486","-0.00487705132838","-0.00322415643236","-0.00594245786014","-0.00270699208172","-0.00565674886725","-0.00425699570048","-0.00183297189261","-0.00425321489435","-0.00404746578592","-0.00460896270703","-0.00287720455533","-0.00282602216558"
"439.6","-0.00459454117915","-0.00366360252713","-0.00367023327406","-0.00388143398795","-0.0045732866191","-0.00344752312203","-0.00616051493482","-0.00259568628246","-0.00581712757013","-0.00456759793217","-0.00241586591505","-0.0042418618021","-0.00389812154783","-0.00482318206907","-0.00304064809521","-0.00291357972785"
"440.4","-0.00414663821798","-0.00331684254747","-0.00363884442096","-0.00325102705879","-0.00471578315709","-0.00271659841814","-0.00602547054158","-0.0017617065023","-0.00598049129834","-0.00471821452071","-0.00235078163433","-0.00395057582538","-0.00360691562784","-0.00439120634825","-0.00319319780715","-0.00303520305083"
"441.1","-0.00426507411208","-0.0033465814098","-0.00352652423351","-0.00353571692459","-0.00395257283411","-0.00252085965308","-0.00572109452495","-0.00161559076689","-0.00618922784736","-0.00485347468729","-0.0024133077677","-0.00363433713716","-0.00338695186698","-0.00468427077623","-0.00326121785769","-0.00316802825272"
"441.9","-0.00420453317474","-0.00374082904047","-0.00368000034033","-0.0034102368567","-0.00469402995726","-0.00298790929877","-0.00617398674208","-0.00239241513531","-0.0066115851819","-0.00508707258961","-0.00271680657415","-0.00415184887043","-0.0040483957097","-0.00483441348071","-0.00379133342514","-0.00323624701662"
"442.6","-0.00384768023358","-0.00354212636862","-0.00376091609872","-0.00349505908123","-0.00443454941953","-0.00321052075947","-0.00583779798401","-0.0026488807473","-0.00650883347025","-0.00437342491924","-0.00230167690087","-0.00424567430675","-0.00396476211284","-0.00446862154606","-0.00355993895627","-0.00323027540147"
"443.4","-0.00396921301692","-0.00350885369219","-0.003696386754","-0.00381432252541","-0.0048780713723","-0.00343887696408","-0.00626704913847","-0.00308091116745","-0.00670100388508","-0.00408485122378","-0.00246398533557","-0.00445344858888","-0.00423959533001","-0.00447543966572","-0.0034223130707","-0.00338780710091"
"444.1","-0.00373827300527","-0.00327668141407","-0.00348002223488","-0.00402034276946","-0.00452787458087","-0.00317958155646","-0.00592609457992","-0.00230450163753","-0.00641437358804","-0.00340419164274","-0.00226242724565","-0.00435074509756","-0.00422338627669","-0.00403312417779","-0.00320180230834","-0.00325446449315"
"444.9","-0.00404122472018","-0.00372283044711","-0.00352098158846","-0.00498551143718","-0.0048908771113","-0.00363709062806","-0.00630485490932","-0.00334782055224","-0.00681548741182","-0.00423380222577","-0.00271553921677","-0.00468200251426","-0.00426428328432","-0.00488277773689","-0.0036508326139","-0.00334679814512"
"445.6","-0.00440984516917","-0.00350022867205","-0.00375876677985","-0.00463798595291","-0.00473527715128","-0.00331520872802","-0.00624939585254","-0.00304283689156","-0.00643958046774","-0.00433400442057","-0.002484149162","-0.00499677490509","-0.00449009467662","-0.00452128013923","-0.0036246457043","-0.00320782109129"
"446.4","-0.0048874862524","-0.00366219182311","-0.00412513936899","-0.00454333993477","-0.00495343162133","-0.00346700906878","-0.00635537783301","-0.00381786349972","-0.00679210282601","-0.00500921563675","-0.00288598171232","-0.00493715006989","-0.00419357196591","-0.00496453113364","-0.0035693478058","-0.00378885403242"
